,Season,Year,Month,Hour,Holiday,Weekday,Working day,Weather situation,Temperature (normalized),Feels-like temperature (normalized),Humidity (normalized),Windspeed,Rental bikes count
11633,Summer,1,9,7,0,2,1,Misty and/or cloudy,0.64,0.5758,0.89,0.4478,356
11634,Summer,1,9,23,0,0,0,Clear or partly cloudy,0.56,0.5303,0.52,0.2836,92
11635,Fall,0,10,1,0,2,1,Misty and/or cloudy,0.46,0.4545,0.88,0.0,11
11636,Summer,0,7,0,0,0,0,Clear or partly cloudy,0.7,0.6515,0.58,0.2239,144
11637,Summer,0,7,3,0,0,0,Clear or partly cloudy,0.66,0.6212,0.74,0.0896,25
11638,Spring,1,4,9,0,4,1,Clear or partly cloudy,0.4,0.4091,0.37,0.2537,351
11639,Winter,0,1,19,0,2,1,Clear or partly cloudy,0.24,0.2576,0.48,0.1045,112
11640,Fall,1,11,20,1,1,0,Misty and/or cloudy,0.52,0.5,0.77,0.2836,304
11641,Summer,1,8,9,0,0,0,Misty and/or cloudy,0.66,0.6212,0.74,0.0,270
11642,Spring,0,5,17,0,3,1,Clear or partly cloudy,0.64,0.6212,0.47,0.1045,259
11643,Summer,1,8,0,0,5,1,Clear or partly cloudy,0.68,0.6364,0.83,0.1642,82
11644,Spring,1,6,18,0,6,0,Clear or partly cloudy,0.64,0.6212,0.36,0.0,512
11645,Spring,0,4,12,0,6,0,Misty and/or cloudy,0.46,0.4545,0.88,0.5821,32
11646,Fall,0,10,7,0,4,1,Misty and/or cloudy,0.46,0.4545,0.94,0.0896,137
11647,Winter,0,2,16,0,5,1,Clear or partly cloudy,0.32,0.2879,0.49,0.4627,102
11648,Winter,1,1,17,0,2,1,Clear or partly cloudy,0.46,0.4545,0.63,0.4478,462
11649,Fall,1,11,7,0,4,1,Misty and/or cloudy,0.36,0.3485,0.57,0.1642,420
11650,Summer,0,8,6,0,1,1,Clear or partly cloudy,0.66,0.6061,0.83,0.0896,100
11651,Winter,0,2,5,0,4,1,Clear or partly cloudy,0.32,0.3333,0.66,0.0896,12
11652,Summer,1,8,1,0,2,1,Clear or partly cloudy,0.68,0.6364,0.89,0.194,21
11653,Fall,0,10,7,0,4,1,Clear or partly cloudy,0.42,0.4242,0.62,0.194,302
11654,Winter,1,12,13,0,6,0,Light snow or light rain,0.2,0.2424,1.0,0.0,84
11655,Fall,1,12,4,0,3,1,Clear or partly cloudy,0.5,0.4848,0.63,0.4478,10
11656,Winter,1,2,15,0,6,0,Clear or partly cloudy,0.32,0.2879,0.29,0.4179,232
11657,Fall,0,12,12,0,0,0,Clear or partly cloudy,0.36,0.3485,0.81,0.1642,329
11658,Summer,1,6,5,0,2,1,Clear or partly cloudy,0.52,0.5,0.48,0.3881,39
11659,Summer,0,9,22,0,3,1,Misty and/or cloudy,0.62,0.5455,0.94,0.0,127
11660,Summer,0,8,22,0,2,1,Clear or partly cloudy,0.78,0.697,0.46,0.2985,155
11661,Winter,0,1,9,0,2,1,Misty and/or cloudy,0.18,0.197,0.51,0.1642,130
11662,Winter,1,3,23,0,5,1,Misty and/or cloudy,0.44,0.4394,0.94,0.0,126
11663,Summer,1,7,23,0,4,1,Clear or partly cloudy,0.8,0.7576,0.55,0.1642,131
11664,Fall,1,10,6,0,6,0,Misty and/or cloudy,0.5,0.4848,0.82,0.194,31
11665,Spring,0,6,10,0,6,0,Clear or partly cloudy,0.72,0.6818,0.62,0.194,244
11666,Spring,1,5,12,0,3,1,Misty and/or cloudy,0.58,0.5455,0.83,0.2239,245
11667,Winter,1,2,4,0,5,1,Misty and/or cloudy,0.28,0.2727,0.93,0.194,1
11668,Winter,1,2,4,0,5,1,Clear or partly cloudy,0.26,0.2879,0.56,0.0896,2
11669,Winter,1,1,2,0,1,1,Clear or partly cloudy,0.24,0.2424,0.56,0.1343,5
11670,Winter,1,3,1,0,2,1,Clear or partly cloudy,0.54,0.5152,0.88,0.0,15
11671,Fall,1,12,21,0,4,1,Light snow or light rain,0.34,0.3333,0.76,0.1642,26
11672,Summer,1,8,1,0,6,0,Misty and/or cloudy,0.68,0.6364,0.69,0.0,115
11673,Fall,1,10,1,0,2,1,Clear or partly cloudy,0.44,0.4394,0.67,0.194,13
11674,Summer,0,9,10,0,4,1,Misty and/or cloudy,0.64,0.5758,0.89,0.2239,120
11675,Summer,0,7,16,0,6,0,Clear or partly cloudy,0.88,0.7424,0.22,0.2239,398
11676,Fall,1,10,19,0,5,1,Clear or partly cloudy,0.54,0.5152,0.88,0.1642,232
11677,Summer,1,8,19,0,5,1,Clear or partly cloudy,0.76,0.7121,0.62,0.2836,492
11678,Spring,0,5,19,0,0,0,Clear or partly cloudy,0.56,0.5303,0.83,0.1045,231
11679,Spring,1,6,11,0,5,1,Clear or partly cloudy,0.7,0.6364,0.42,0.2537,264
11680,Fall,1,11,3,0,2,1,Light snow or light rain,0.36,0.3333,0.87,0.3582,5
11681,Summer,1,7,19,0,3,1,Misty and/or cloudy,0.76,0.7121,0.62,0.1045,516
11682,Spring,0,5,22,0,3,1,Clear or partly cloudy,0.66,0.6212,0.69,0.2537,174
11683,Fall,0,11,5,0,2,1,Clear or partly cloudy,0.5,0.4848,0.88,0.2836,22
11684,Fall,1,11,10,0,5,1,Clear or partly cloudy,0.34,0.3333,0.53,0.194,198
11685,Winter,0,1,11,0,3,1,Light snow or light rain,0.22,0.197,0.93,0.3284,41
11686,Winter,0,2,7,0,5,1,Misty and/or cloudy,0.42,0.4242,0.77,0.2239,116
11687,Spring,1,5,0,0,3,1,Misty and/or cloudy,0.58,0.5455,0.88,0.0,39
11688,Fall,1,11,2,0,6,0,Clear or partly cloudy,0.32,0.3485,0.81,0.0,44
11689,Spring,1,6,14,0,5,1,Clear or partly cloudy,0.72,0.6515,0.39,0.194,376
11690,Spring,0,5,2,0,4,1,Clear or partly cloudy,0.62,0.5758,0.83,0.1045,14
11691,Spring,1,4,10,0,2,1,Clear or partly cloudy,0.46,0.4545,0.47,0.1642,181
11692,Winter,0,3,13,0,4,1,Light snow or light rain,0.42,0.4242,0.0,0.2239,12
11693,Winter,0,3,1,0,2,1,Clear or partly cloudy,0.3,0.303,0.62,0.0896,10
11694,Fall,0,12,5,0,3,1,Misty and/or cloudy,0.26,0.303,0.81,0.0,26
11695,Fall,1,11,5,0,4,1,Misty and/or cloudy,0.3,0.2879,0.61,0.2239,37
11696,Spring,0,4,14,0,4,1,Clear or partly cloudy,0.5,0.4848,0.34,0.3881,228
11697,Fall,0,9,5,0,5,1,Clear or partly cloudy,0.52,0.5,0.83,0.194,26
11698,Winter,0,12,0,0,missing,1,Clear or partly cloudy,0.28,0.2879,0.7,0.1343,30
11699,Summer,0,7,5,0,0,0,Clear or partly cloudy,0.66,0.6212,0.74,0.0,17
11700,Winter,0,2,19,0,5,1,Clear or partly cloudy,0.26,0.303,0.33,0.0,101
11701,Spring,0,5,10,0,4,1,Misty and/or cloudy,0.54,0.5152,0.68,0.2239,147
11702,Fall,1,12,16,0,2,1,Clear or partly cloudy,0.44,0.4394,0.41,0.4627,363
11703,Summer,1,7,12,0,3,1,Clear or partly cloudy,0.76,0.6667,0.33,0.0,310
11704,Summer,0,8,7,0,5,1,Misty and/or cloudy,0.66,0.6061,0.83,0.0896,263
11705,Winter,1,1,16,0,1,1,Clear or partly cloudy,0.34,0.3333,0.25,0.194,221
11706,Summer,0,9,0,0,2,1,Misty and/or cloudy,0.56,0.5303,0.73,0.1642,25
11707,Spring,1,4,16,0,3,1,Clear or partly cloudy,0.44,0.4394,0.33,0.2985,307
11708,Summer,0,8,16,0,6,0,Misty and/or cloudy,0.7,0.6667,0.74,0.2836,281
11709,Winter,1,3,3,0,0,0,Misty and/or cloudy,0.36,0.3485,0.43,0.1343,26
11710,Fall,0,12,13,0,5,1,Clear or partly cloudy,0.38,0.3939,0.5,0.194,168
11711,Winter,0,1,22,0,4,1,Clear or partly cloudy,0.14,0.1212,0.46,0.3284,30
11712,Spring,1,6,2,0,3,1,Clear or partly cloudy,0.62,0.5758,0.83,0.1343,4
11713,Winter,1,2,11,0,2,1,Misty and/or cloudy,0.3,missing,0.45,0.1642,112
11714,Summer,1,9,7,0,0,0,Clear or partly cloudy,0.5,0.4848,0.77,0.1045,71
11715,Fall,1,10,17,0,5,1,Misty and/or cloudy,0.56,0.5303,0.76,0.194,817
11716,Summer,0,6,16,0,3,1,Clear or partly cloudy,0.82,0.7121,0.3,0.4179,328
11717,Summer,0,7,7,0,3,1,Clear or partly cloudy,0.72,0.6667,0.48,0.2537,347
11718,Winter,1,3,8,0,5,1,Misty and/or cloudy,0.34,0.2879,0.42,0.5224,501
11719,Winter,1,2,20,0,5,1,Clear or partly cloudy,0.4,0.4091,0.35,0.194,171
11720,Summer,0,6,8,0,1,1,Clear or partly cloudy,0.66,0.6212,0.74,0.194,447
11721,Summer,1,8,2,0,6,0,Light snow or light rain,0.62,0.5606,0.88,0.1642,43
11722,Spring,1,6,2,0,3,1,Clear or partly cloudy,0.5,0.4848,0.68,0.0,11
11723,Fall,0,11,6,0,3,1,Misty and/or cloudy,0.44,0.4394,1.0,0.0,69
11724,Winter,1,1,9,0,0,0,Clear or partly cloudy,0.18,0.197,0.43,0.1343,111
11725,Spring,0,4,17,0,5,1,Light snow or light rain,0.32,0.303,0.93,0.2239,69
11726,Fall,0,11,19,0,6,0,Misty and/or cloudy,0.34,0.3333,0.71,0.1343,182
11727,Summer,0,8,13,0,3,1,Clear or partly cloudy,0.76,0.6818,0.48,0.4179,236
11728,Winter,0,2,6,0,1,1,Clear or partly cloudy,0.18,0.2424,0.93,0.0,30
11729,Winter,0,2,20,0,1,1,Misty and/or cloudy,0.32,0.3333,0.7,0.1045,88
11730,Spring,1,3,1,0,1,1,Clear or partly cloudy,0.48,0.4697,0.82,0.2537,28
11731,Fall,1,10,13,0,6,0,Clear or partly cloudy,0.46,0.4545,0.36,0.194,670
11732,Winter,0,2,15,0,2,1,Misty and/or cloudy,0.24,0.2879,0.75,0.0,52
11733,Fall,0,10,20,0,6,0,Light snow or light rain,0.36,0.3636,0.87,0.1045,66
11734,Winter,1,1,7,0,2,1,Misty and/or cloudy,0.18,0.197,0.93,0.1642,222
11735,Winter,0,1,13,0,1,1,Clear or partly cloudy,0.24,0.2121,0.35,0.2836,61
11736,Spring,0,4,11,0,3,1,Misty and/or cloudy,0.42,0.4242,0.82,0.194,61
11737,Summer,0,8,1,0,2,1,Clear or partly cloudy,0.72,0.6818,0.66,0.0,14
11738,Spring,1,5,23,0,5,1,Clear or partly cloudy,0.6,0.5606,0.83,0.0896,256
11739,Summer,1,9,22,0,4,1,Clear or partly cloudy,0.64,0.5758,0.89,0.1642,217
11740,Fall,1,12,4,0,4,1,Misty and/or cloudy,0.3,0.3182,0.7,0.0896,6
11741,Summer,1,8,8,0,6,0,Clear or partly cloudy,0.64,0.6061,0.69,0.2537,189
11742,Summer,1,9,3,0,5,1,Clear or partly cloudy,0.54,0.5152,0.77,0.0,14
11743,Winter,1,2,3,0,5,1,Misty and/or cloudy,0.28,0.2879,0.93,0.1045,1
11744,Fall,0,10,5,0,6,0,Clear or partly cloudy,0.42,0.4242,0.88,0.1045,8
11745,Winter,0,2,18,0,0,0,Clear or partly cloudy,0.4,0.4091,0.32,0.2985,95
11746,Fall,0,11,21,0,4,1,Clear or partly cloudy,0.4,0.4091,0.76,0.1343,144
11747,Winter,1,12,9,0,5,1,Misty and/or cloudy,0.24,0.2121,0.6,0.2836,191
11748,Summer,0,6,20,0,1,1,Clear or partly cloudy,0.7,0.6515,0.65,0.1045,305
11749,Summer,1,8,14,0,1,1,Clear or partly cloudy,0.8,0.7424,0.49,0.0896,246
11750,Fall,0,10,21,0,6,0,Clear or partly cloudy,0.52,0.5,0.77,0.0,187
11751,Spring,1,4,15,0,2,1,Clear or partly cloudy,0.5,0.4848,0.23,0.4179,236
11752,Fall,0,10,6,0,3,1,Misty and/or cloudy,0.54,0.5152,0.88,0.2537,112
11753,Summer,1,8,16,0,4,1,Clear or partly cloudy,0.82,0.7121,0.32,0.2239,419
11754,Fall,0,9,23,0,3,1,Clear or partly cloudy,0.6,0.5152,0.94,0.1343,71
11755,Fall,1,10,10,0,0,0,Clear or partly cloudy,0.54,0.5152,0.56,missing,428
11756,Fall,1,10,15,0,2,1,Clear or partly cloudy,0.54,0.5152,0.41,0.3284,346
11757,Spring,0,4,17,0,0,0,Misty and/or cloudy,0.52,0.5,0.72,0.194,236
11758,Winter,1,1,13,0,6,0,Clear or partly cloudy,0.44,0.4394,0.44,0.194,445
11759,Fall,0,11,19,0,4,1,Clear or partly cloudy,0.3,0.2879,0.45,0.2239,217
11760,Summer,1,7,23,0,2,1,Misty and/or cloudy,0.64,0.5758,0.89,0.1045,103
11761,Summer,0,8,8,0,3,1,Clear or partly cloudy,0.62,0.6061,0.69,0.0,467
11762,Winter,0,1,20,0,2,1,Clear or partly cloudy,0.24,0.2273,0.65,0.194,119
11763,Fall,1,11,5,0,1,1,Misty and/or cloudy,0.36,0.3485,0.66,0.2239,39
11764,Winter,missing,3,18,0,2,1,Clear or partly cloudy,0.34,0.303,0.42,0.3284,457
11765,Winter,1,12,11,0,0,0,Clear or partly cloudy,0.24,0.2273,0.52,0.194,152
11766,Spring,1,5,10,0,4,1,Misty and/or cloudy,0.52,0.5,0.77,0.0,168
11767,Spring,1,5,1,0,4,1,Clear or partly cloudy,0.6,0.5606,0.83,0.1642,28
11768,Fall,1,10,17,1,1,0,Misty and/or cloudy,0.42,0.4242,0.66,0.2537,497
11769,Summer,1,8,8,0,2,1,Misty and/or cloudy,0.7,0.6515,0.7,0.1642,705
11770,Fall,1,11,6,0,1,1,Misty and/or cloudy,0.3,0.2879,0.49,0.2836,139
11771,Winter,0,12,0,0,4,1,Misty and/or cloudy,0.22,0.2273,0.47,0.194,28
11772,Winter,1,1,19,0,2,1,Clear or partly cloudy,0.38,0.3939,0.46,0.1045,281
11773,Spring,0,6,14,0,1,1,Clear or partly cloudy,0.78,0.6818,0.31,0.1343,145
11774,Spring,0,5,19,missing,6,0,Clear or partly cloudy,0.7,0.6515,0.65,0.194,252
11775,Spring,0,5,22,0,5,1,Clear or partly cloudy,0.6,0.5758,0.78,0.1343,141
11776,Spring,0,5,7,0,6,0,Light snow or light rain,0.48,0.4697,1.0,0.0,32
11777,Summer,0,7,19,0,2,1,Clear or partly cloudy,0.84,0.7576,0.44,0.2836,337
11778,Spring,1,3,13,0,4,1,Clear or partly cloudy,0.58,0.5455,0.78,0.0896,298
11779,Spring,1,5,7,0,1,1,Light snow or light rain,0.56,0.5303,0.88,0.2985,153
11780,Summer,0,8,18,0,0,0,Clear or partly cloudy,0.74,0.6667,0.42,0.2239,402
11781,Fall,0,10,16,0,2,1,Clear or partly cloudy,0.56,0.5303,0.37,0.194,285
11782,Fall,0,11,0,0,3,1,Misty and/or cloudy,0.48,0.4697,0.94,0.2537,16
11783,Spring,1,4,8,0,4,1,Clear or partly cloudy,0.32,0.303,0.66,0.3284,624
11784,Spring,1,6,23,0,5,1,Clear or partly cloudy,0.64,0.6212,0.57,0.1642,215
11785,Summer,1,8,13,0,6,0,Clear or partly cloudy,0.74,0.6515,0.4,0.194,644
11786,Fall,1,11,8,0,3,1,Misty and/or cloudy,0.28,0.303,0.81,0.0896,551
11787,Summer,1,7,17,0,2,1,Clear or partly cloudy,0.78,0.7121,0.52,0.2239,820
11788,Winter,1,2,0,0,0,0,Clear or partly cloudy,0.24,0.2121,0.41,0.3582,70
11789,Fall,1,10,1,0,6,0,Clear or partly cloudy,0.56,0.5303,0.83,0.2537,141
11790,Spring,1,5,9,0,3,1,Misty and/or cloudy,0.6,0.5758,0.78,0.1343,347
11791,Summer,1,7,12,0,2,1,Clear or partly cloudy,0.8,0.7121,0.41,0.1343,272
11792,Spring,1,6,16,0,3,1,Clear or partly cloudy,0.64,0.6212,0.41,0.1343,452
11793,Summer,0,7,16,0,4,1,Clear or partly cloudy,0.86,0.7727,0.39,0.2239,265
11794,Spring,0,5,7,0,5,1,Light snow or light rain,0.5,0.4848,0.88,0.1642,157
11795,Fall,1,9,10,0,2,1,Clear or partly cloudy,0.56,0.5303,0.52,0.2985,170
11796,Winter,1,1,16,0,2,1,Clear or partly cloudy,0.42,0.4242,0.38,0.3582,240
11797,Summer,0,8,17,0,1,1,Clear or partly cloudy,0.74,0.6515,0.27,0.3284,591
11798,Winter,1,1,21,1,1,0,Clear or partly cloudy,0.28,0.2576,0.52,0.3284,49
11799,Fall,1,11,16,0,5,1,Clear or partly cloudy,0.38,0.3939,0.4,0.3284,421
11800,Summer,0,7,6,0,4,1,Misty and/or cloudy,0.72,0.7121,0.84,0.1045,117
11801,Fall,0,10,1,0,1,1,Clear or partly cloudy,0.56,0.5303,0.54,0.3881,17
11802,Summer,0,8,18,0,4,1,Clear or partly cloudy,0.78,0.6818,0.29,0.0896,571
11803,Spring,1,5,9,0,0,0,Clear or partly cloudy,0.6,0.6212,0.56,0.1343,222
11804,Fall,0,11,9,0,1,1,Misty and/or cloudy,0.48,0.4697,0.67,0.3284,233
11805,Fall,0,10,13,0,1,1,Misty and/or cloudy,0.54,0.5152,0.64,0.2239,198
11806,Summer,1,8,3,0,1,1,Clear or partly cloudy,0.62,0.5606,0.88,0.0896,4
11807,Summer,1,8,23,0,4,1,Clear or partly cloudy,0.7,0.6515,0.54,0.1045,226
11808,Winter,1,3,5,0,3,1,Clear or partly cloudy,0.44,0.4394,0.82,0.1343,27
11809,Spring,0,5,21,0,2,1,Misty and/or cloudy,0.64,0.6212,0.61,0.4478,225
11810,Summer,1,7,0,0,6,0,Misty and/or cloudy,0.72,0.6667,0.48,0.0896,191
11811,Spring,0,6,19,0,3,1,Clear or partly cloudy,0.82,0.803,0.59,0.1343,384
11812,Spring,1,6,19,0,3,1,Clear or partly cloudy,0.56,0.5303,0.73,0.2985,538
11813,Winter,1,1,16,0,1,1,Light snow or light rain,0.22,0.2576,0.87,0.0896,49
11814,Spring,1,3,7,0,5,1,Misty and/or cloudy,0.5,0.4848,0.93,0.1343,346
11815,Spring,0,4,15,0,6,0,Light snow or light rain,0.52,0.5,0.83,0.5821,78
11816,Fall,0,12,14,0,0,0,Clear or partly cloudy,0.3,0.2879,0.49,0.2836,219
11817,Spring,1,4,17,0,1,1,Clear or partly cloudy,0.56,0.5303,0.6,0.1642,683
11818,Fall,0,9,5,0,5,1,Misty and/or cloudy,0.62,0.5455,0.94,0.0,22
11819,Spring,0,6,16,0,0,0,Light snow or light rain,0.68,0.6364,0.83,0.2836,350
11820,Winter,0,2,21,0,2,1,Misty and/or cloudy,0.22,0.2273,0.87,0.1343,64
11821,Spring,0,6,16,0,2,1,Clear or partly cloudy,0.68,0.6364,0.41,0.194,330
11822,Summer,0,7,20,0,5,1,Clear or partly cloudy,0.66,0.6061,0.83,0.1642,250
11823,Winter,1,3,1,0,2,1,Clear or partly cloudy,0.2,0.197,0.44,0.2537,6
11824,Spring,0,3,15,0,3,1,Light snow or light rain,0.28,0.2576,0.81,0.2985,70
11825,Spring,1,3,10,0,5,1,Misty and/or cloudy,0.56,0.5303,0.88,0.1045,275
11826,Fall,1,11,16,0,4,1,Clear or partly cloudy,0.36,0.3485,0.4,0.2239,370
11827,Fall,1,12,15,0,0,0,Misty and/or cloudy,0.38,0.3939,0.82,0.1045,338
11828,Winter,1,12,18,1,2,0,Misty and/or cloudy,0.32,0.303,0.66,0.2537,43
11829,Spring,0,5,8,0,6,0,Clear or partly cloudy,0.52,0.5,0.52,0.194,115
11830,Winter,1,1,6,0,3,1,Clear or partly cloudy,0.2,0.2121,0.86,0.1343,74
11831,Summer,1,7,4,0,0,0,Clear or partly cloudy,0.6,0.5455,0.88,0.0,16
11832,Spring,1,5,18,0,6,0,Clear or partly cloudy,0.74,0.6515,0.33,0.0896,645
11833,Fall,0,11,2,0,5,1,Clear or partly cloudy,0.24,0.2273,0.44,0.2239,10
11834,Fall,0,11,18,0,3,1,Light snow or light rain,0.46,0.4545,0.88,0.3881,189
11835,Winter,1,3,19,0,6,0,Clear or partly cloudy,0.58,0.5455,0.64,0.2836,417
11836,Spring,0,4,14,0,5,1,Light snow or light rain,0.34,0.3182,0.87,0.2537,36
11837,Spring,0,6,23,0,5,1,Clear or partly cloudy,0.58,0.5455,0.46,0.1045,171
11838,Spring,1,6,11,0,2,1,Clear or partly cloudy,0.66,0.6212,0.69,0.1343,230
11839,Fall,1,12,17,0,5,1,Misty and/or cloudy,0.38,0.3939,0.66,0.0,568
11840,Fall,0,11,5,0,2,1,Clear or partly cloudy,0.32,0.3182,0.81,0.194,18
11841,Spring,1,4,9,0,0,0,Light snow or light rain,0.4,0.4091,0.82,0.2537,79
11842,Winter,1,2,3,0,3,1,Clear or partly cloudy,0.26,0.303,0.65,0.0,1
11843,Winter,0,2,14,0,5,1,Clear or partly cloudy,0.3,0.2879,0.26,0.2537,84
11844,Summer,0,missing,22,0,5,1,Misty and/or cloudy,0.66,0.6061,0.78,0.194,169
11845,Fall,1,9,7,0,4,1,Clear or partly cloudy,0.6,0.5758,0.78,0.0,558
11846,Spring,0,4,22,0,5,1,Light snow or light rain,0.3,0.303,1.0,0.1343,24
11847,Summer,1,9,10,0,5,1,Misty and/or cloudy,0.68,0.6364,0.65,0.0,246
11848,Fall,0,10,9,1,1,0,Clear or partly cloudy,0.54,0.5152,0.77,0.0,219
11849,Spring,1,5,16,0,6,0,Clear or partly cloudy,0.74,0.6515,0.3,0.1045,642
11850,Summer,1,9,6,0,4,1,missing,0.5,0.4848,0.82,0.0,195
11851,Fall,0,10,3,0,2,1,Clear or partly cloudy,0.4,0.4091,0.87,0.0,4
11852,Summer,1,6,3,0,2,1,missing,0.54,0.5152,0.45,0.2836,9
11853,Spring,1,5,21,0,4,1,Clear or partly cloudy,0.58,0.5455,0.4,0.1045,299
11854,Spring,0,4,17,0,6,0,Clear or partly cloudy,0.56,0.5303,0.43,0.1343,407
11855,Summer,1,8,16,0,3,1,Light snow or light rain,0.74,0.6818,0.55,0.2239,460
11856,Fall,0,10,2,0,1,1,Clear or partly cloudy,0.24,0.2879,0.87,0.0,3
11857,Winter,1,3,9,0,3,1,Clear or partly cloudy,0.3,0.2727,0.61,0.3284,264
11858,Spring,0,6,2,0,3,1,Clear or partly cloudy,0.7,0.6667,0.79,0.1642,3
11859,Fall,1,12,15,0,3,1,Clear or partly cloudy,0.48,0.4697,0.33,0.2836,285
11860,Winter,1,1,1,0,4,1,Clear or partly cloudy,0.2,0.2273,0.51,0.0896,5
11861,Spring,1,3,4,0,1,1,Clear or partly cloudy,0.44,0.4394,0.82,0.1642,4
11862,Summer,1,8,9,0,1,1,Light snow or light rain,0.7,0.6667,0.79,0.1642,276
11863,Fall,0,11,21,0,2,1,Clear or partly cloudy,0.4,0.4091,0.76,0.0,182
11864,Summer,0,7,6,0,0,0,Misty and/or cloudy,0.62,0.5455,0.94,0.0896,3
11865,Winter,0,1,5,0,3,1,Light snow or light rain,0.2,0.1818,0.86,0.2836,1
11866,Summer,1,7,6,0,4,1,Clear or partly cloudy,0.72,0.6667,0.58,0.0,133
11867,Fall,1,11,10,0,1,1,Clear or partly cloudy,0.32,0.3485,0.49,0.0,147
11868,Summer,0,8,22,0,4,1,Clear or partly cloudy,0.62,0.5758,0.83,0.0,147
11869,Summer,0,9,15,0,0,0,Clear or partly cloudy,0.78,0.7576,0.66,0.2836,410
11870,Fall,1,10,1,0,0,0,Clear or partly cloudy,0.42,0.4242,0.58,0.2239,117
11871,Summer,1,7,14,0,5,1,Clear or partly cloudy,0.9,0.803,0.31,0.1642,275
11872,Winter,0,3,10,0,6,0,Clear or partly cloudy,0.32,0.303,0.66,0.2239,99
11873,Winter,1,1,14,0,2,1,Clear or partly cloudy,0.16,0.1212,0.43,0.5224,79
11874,Winter,1,2,21,0,0,0,Clear or partly cloudy,0.14,0.1212,0.43,0.2985,36
11875,Summer,1,8,8,0,5,1,Clear or partly cloudy,0.68,0.2424,0.65,0.1343,668
11876,Winter,0,3,13,0,2,1,Misty and/or cloudy,0.38,0.3939,0.25,0.1045,98
11877,Winter,1,2,14,0,4,1,Light snow or light rain,0.32,0.3182,0.81,0.194,31
11878,Spring,0,6,11,0,6,0,Clear or partly cloudy,0.66,0.6212,0.36,0.1343,369
11879,Spring,1,6,9,0,2,1,Clear or partly cloudy,0.64,0.6061,0.73,0.0896,328
11880,Spring,0,4,19,0,4,1,Clear or partly cloudy,0.62,0.6212,0.43,0.2985,404
11881,Winter,1,2,15,0,0,0,Clear or partly cloudy,0.16,0.1212,0.4,0.5522,155
11882,Summer,1,7,5,0,3,1,Clear or partly cloudy,0.64,0.6061,0.65,0.1642,59
11883,Summer,0,7,9,0,2,1,Clear or partly cloudy,0.76,0.6818,0.4,0.2239,187
11884,Summer,1,8,18,0,4,1,Clear or partly cloudy,0.8,0.7727,0.59,0.2239,767
11885,Spring,1,5,9,0,2,1,Misty and/or cloudy,0.6,0.5606,0.83,0.1045,333
11886,Winter,1,3,13,0,2,1,Clear or partly cloudy,missing,0.5758,0.78,0.194,284
11887,Fall,1,10,2,0,3,1,Clear or partly cloudy,0.38,0.3939,0.76,0.0,16
11888,Winter,0,2,2,0,0,0,Clear or partly cloudy,0.24,0.197,0.41,0.5522,17
11889,Fall,1,11,1,0,1,1,Clear or partly cloudy,0.2,0.2576,0.69,0.0,10
11890,Spring,0,5,0,1,1,0,Clear or partly cloudy,0.64,0.5606,0.94,0.194,103
11891,Winter,0,2,7,0,2,1,Clear or partly cloudy,0.2,0.1818,0.32,0.3582,105
11892,Winter,0,3,7,0,4,1,Clear or partly cloudy,0.32,0.3333,0.76,0.1343,140
11893,Fall,1,12,4,0,2,1,Misty and/or cloudy,0.34,0.3182,0.76,0.2836,8
11894,Summer,1,9,13,0,2,1,Misty and/or cloudy,0.7,0.6667,0.74,0.5821,114
11895,Summer,1,8,14,0,6,0,Clear or partly cloudy,0.76,0.6667,0.37,0.2836,598
11896,Fall,0,9,17,0,3,1,Clear or partly cloudy,0.7,0.6515,0.7,0.2239,591
11897,Summer,0,9,4,0,0,0,Clear or partly cloudy,0.6,0.5606,0.83,0.1343,9
11898,Summer,0,8,15,0,2,1,Clear or partly cloudy,0.86,0.7727,0.39,0.2836,164
11899,Winter,1,3,0,0,4,1,Clear or partly cloudy,0.44,0.4394,0.62,0.3284,46
11900,Summer,1,6,3,0,5,1,Clear or partly cloudy,0.72,0.6667,0.58,0.194,8
11901,Fall,1,12,11,0,0,0,Misty and/or cloudy,0.36,0.3485,0.87,0.1343,295
11902,Fall,1,12,1,0,3,1,Clear or partly cloudy,0.3,0.3182,0.65,0.0896,15
11903,Fall,0,12,18,0,0,0,Clear or partly cloudy,0.24,0.2273,0.48,0.194,163
11904,Summer,0,8,0,0,0,0,Misty and/or cloudy,0.7,0.6667,0.84,0.2836,80
11905,Winter,0,2,11,0,3,1,Clear or partly cloudy,0.24,0.2576,0.41,0.1045,69
11906,Summer,1,7,5,0,1,1,Misty and/or cloudy,0.72,0.6667,0.51,0.0,40
11907,Spring,1,5,14,0,4,1,Clear or partly cloudy,0.64,0.6061,0.65,0.194,204
11908,missing,0,11,18,0,4,1,Misty and/or cloudy,0.36,0.3485,0.81,0.1642,273
11909,Fall,0,11,22,0,5,1,Clear or partly cloudy,0.34,0.303,0.46,0.3284,115
11910,Winter,0,3,0,0,6,0,Misty and/or cloudy,0.28,0.2879,0.81,0.1045,19
11911,Spring,0,5,16,0,0,0,Misty and/or cloudy,0.5,0.4848,0.72,0.194,214
11912,Summer,0,8,16,0,4,1,Clear or partly cloudy,0.8,0.7273,0.46,0.3582,245
11913,Fall,0,11,9,0,5,1,Clear or partly cloudy,0.26,0.2576,0.41,0.194,213
